"""센서 날짜(년-월-일)""",센서 시간(시:분),수위(M),온도(℃),EC(ms/cm),염분,TDS(mg/L),,전원 날짜(년-월-일),전원 시간(시:분),전원(V)
2020-02-18T22:30:00+09:00,2020-02-18T22:30:00+09:00,,,,,0.184,,,,
2020-02-18T22:35:00+09:00,2020-02-18T22:35:00+09:00,-4.02,19.52,0,[05],0.184,,,,
2020-02-18T22:40:00+09:00,2020-02-18T22:40:00+09:00,,,,,0.184,,,,
2020-02-18T22:45:00+09:00,2020-02-18T22:45:00+09:00,,,,,0.184,,,,
2020-02-18T22:50:00+09:00,2020-02-18T22:50:00+09:00,-4.02,19.45,0,[05],0.184,,,,
2020-02-18T22:55:00+09:00,2020-02-18T22:55:00+09:00,,,,,0.184,,,,
2020-02-18T23:00:00+09:00,2020-02-18T23:00:00+09:00,,,,,0.184,,,,
2020-02-18T23:05:00+09:00,2020-02-18T23:05:00+09:00,-4.02,19.39,0,[05],0.184,,,,
2020-02-18T23:10:00+09:00,2020-02-18T23:10:00+09:00,,,,,0.184,,,,
2020-02-18T23:15:00+09:00,2020-02-18T23:15:00+09:00,,,,,0.184,,,,
2020-02-18T23:20:00+09:00,2020-02-18T23:20:00+09:00,-4.02,19.34,0,[05],0.184,,,,
2020-02-18T23:25:00+09:00,2020-02-18T23:25:00+09:00,,,,,0.184,,,,
2020-02-18T23:30:00+09:00,2020-02-18T23:30:00+09:00,,,,,0.184,,,,
2020-02-18T23:35:00+09:00,2020-02-18T23:35:00+09:00,-4.03,19.29,0,[05],0.185,,,,
2020-02-18T23:40:00+09:00,2020-02-18T23:40:00+09:00,,,,,0.185,,,,
2020-02-18T23:45:00+09:00,2020-02-18T23:45:00+09:00,,,,,0.185,,,,
2020-02-18T23:50:00+09:00,2020-02-18T23:50:00+09:00,-4.03,19.24,0,[05],0.185,,,,
2020-02-18T23:55:00+09:00,2020-02-18T23:55:00+09:00,,,,,0.185,,,,
2020-02-19T00:00:00+09:00,2020-02-19T00:00:00+09:00,,,,,0.185,,,,
2020-02-19T00:05:00+09:00,2020-02-19T00:05:00+09:00,-4.03,19.19,0,[05],0.185,,,,
2020-02-19T00:10:00+09:00,2020-02-19T00:10:00+09:00,,,,,0.184,,,,
2020-02-19T00:15:00+09:00,2020-02-19T00:15:00+09:00,,,,,0.184,,,,
2020-02-19T00:20:00+09:00,2020-02-19T00:20:00+09:00,-4.03,19.14,0,[05],0.185,,,,
2020-02-19T00:25:00+09:00,2020-02-19T00:25:00+09:00,,,,,0.185,,,,
2020-02-19T00:30:00+09:00,2020-02-19T00:30:00+09:00,,,,,0.185,,,,
2020-02-19T00:35:00+09:00,2020-02-19T00:35:00+09:00,-4.03,19.07,0,[05],0.185,,,,
2020-02-19T00:40:00+09:00,2020-02-19T00:40:00+09:00,,,,,0.185,,,,
2020-02-19T00:45:00+09:00,2020-02-19T00:45:00+09:00,,,,,0.185,,,,
2020-02-19T00:50:00+09:00,2020-02-19T00:50:00+09:00,-4.03,19.02,0,[05],0.185,,,,
2020-02-19T00:55:00+09:00,2020-02-19T00:55:00+09:00,,,,,0.185,,,,
2020-02-19T01:00:00+09:00,2020-02-19T01:00:00+09:00,,,,,0.185,,,,
2020-02-19T01:05:00+09:00,2020-02-19T01:05:00+09:00,-4.03,18.97,0,[05],0.185,,,,
2020-02-19T01:10:00+09:00,2020-02-19T01:10:00+09:00,,,,,0.185,,,,
2020-02-19T01:15:00+09:00,2020-02-19T01:15:00+09:00,,,,,0.185,,,,
2020-02-19T01:20:00+09:00,2020-02-19T01:20:00+09:00,-4.03,18.94,0,[05],0.185,,,,
2020-02-19T01:25:00+09:00,2020-02-19T01:25:00+09:00,,,,,0.185,,,,
2020-02-19T01:30:00+09:00,2020-02-19T01:30:00+09:00,,,,,0.185,,,,
2020-02-19T01:35:00+09:00,2020-02-19T01:35:00+09:00,-4.03,18.9,0,[05],0.185,,,,
2020-02-19T01:40:00+09:00,2020-02-19T01:40:00+09:00,,,,,0.185,,,,
2020-02-19T01:45:00+09:00,2020-02-19T01:45:00+09:00,,,,,0.185,,,,
2020-02-19T01:50:00+09:00,2020-02-19T01:50:00+09:00,-4.03,18.84,0,[05],0.185,,,,
2020-02-19T01:55:00+09:00,2020-02-19T01:55:00+09:00,,,,,0.185,,,,
2020-02-19T02:00:00+09:00,2020-02-19T02:00:00+09:00,,,,,0.185,,,,
2020-02-19T02:05:00+09:00,2020-02-19T02:05:00+09:00,-4.04,18.79,0,[05],0.185,,,,
2020-02-19T02:10:00+09:00,2020-02-19T02:10:00+09:00,,,,,0.185,,,,
2020-02-19T02:15:00+09:00,2020-02-19T02:15:00+09:00,,,,,0.185,,,,
2020-02-19T02:20:00+09:00,2020-02-19T02:20:00+09:00,-4.04,18.74,0,[05],0.185,,,,
2020-02-19T02:25:00+09:00,2020-02-19T02:25:00+09:00,,,,,0.185,,,,
2020-02-19T02:30:00+09:00,2020-02-19T02:30:00+09:00,,,,,0.185,,,,
2020-02-19T02:35:00+09:00,2020-02-19T02:35:00+09:00,-4.04,18.7,0,[05],0.185,,,,
2020-02-19T02:40:00+09:00,2020-02-19T02:40:00+09:00,,,,,0.185,,,,
2020-02-19T02:45:00+09:00,2020-02-19T02:45:00+09:00,,,,,0.185,,,,
2020-02-19T02:50:00+09:00,2020-02-19T02:50:00+09:00,-4.04,18.64,0,[05],0.185,,,,
2020-02-19T02:55:00+09:00,2020-02-19T02:55:00+09:00,,,,,0.185,,,,
2020-02-19T03:00:00+09:00,2020-02-19T03:00:00+09:00,,,,,0.185,,,,
2020-02-19T03:05:00+09:00,2020-02-19T03:05:00+09:00,-4.04,18.6,0,[05],0.185,,,,
2020-02-19T03:10:00+09:00,2020-02-19T03:10:00+09:00,,,,,0.185,,,,
2020-02-19T03:15:00+09:00,2020-02-19T03:15:00+09:00,,,,,0.185,,,,
2020-02-19T03:20:00+09:00,2020-02-19T03:20:00+09:00,-4.04,18.54,0,[05],0.185,,,,
2020-02-19T03:25:00+09:00,2020-02-19T03:25:00+09:00,,,,,0.185,,,,
2020-02-19T03:30:00+09:00,2020-02-19T03:30:00+09:00,,,,,0.185,,,,
2020-02-19T03:35:00+09:00,2020-02-19T03:35:00+09:00,-4.04,18.5,0,[05],0.185,,,,
2020-02-19T03:40:00+09:00,2020-02-19T03:40:00+09:00,,,,,0.185,,,,
2020-02-19T03:45:00+09:00,2020-02-19T03:45:00+09:00,,,,,0.185,,,,
2020-02-19T03:50:00+09:00,2020-02-19T03:50:00+09:00,-4.04,18.47,0,[05],0.185,,,,
2020-02-19T03:55:00+09:00,2020-02-19T03:55:00+09:00,,,,,0.185,,,,
2020-02-19T04:00:00+09:00,2020-02-19T04:00:00+09:00,,,,,0.185,,,,
2020-02-19T04:05:00+09:00,2020-02-19T04:05:00+09:00,-4.04,18.42,0,[05],0.185,,,,
2020-02-19T04:10:00+09:00,2020-02-19T04:10:00+09:00,,,,,0.185,,,,
2020-02-19T04:15:00+09:00,2020-02-19T04:15:00+09:00,,,,,0.185,,,,
2020-02-19T04:20:00+09:00,2020-02-19T04:20:00+09:00,-4.04,18.38,0,[05],0.185,,,,
2020-02-19T04:25:00+09:00,2020-02-19T04:25:00+09:00,,,,,0.185,,,,
2020-02-19T04:30:00+09:00,2020-02-19T04:30:00+09:00,,,,,0.185,,,,
2020-02-19T04:35:00+09:00,2020-02-19T04:35:00+09:00,-4.04,18.34,0,[05],0.185,,,,
2020-02-19T04:40:00+09:00,2020-02-19T04:40:00+09:00,,,,,0.185,,,,
2020-02-19T04:45:00+09:00,2020-02-19T04:45:00+09:00,,,,,0.185,,,,
2020-02-19T04:50:00+09:00,2020-02-19T04:50:00+09:00,-4.05,18.28,0,[05],0.185,,,,
2020-02-19T04:55:00+09:00,2020-02-19T04:55:00+09:00,,,,,0.185,,,,
2020-02-19T05:00:00+09:00,2020-02-19T05:00:00+09:00,,,,,0.186,,,,
2020-02-19T05:05:00+09:00,2020-02-19T05:05:00+09:00,-4.05,18.23,0,[05],0.185,,,,
2020-02-19T05:10:00+09:00,2020-02-19T05:10:00+09:00,,,,,0.186,,,,
2020-02-19T05:15:00+09:00,2020-02-19T05:15:00+09:00,,,,,0.186,,,,
2020-02-19T05:20:00+09:00,2020-02-19T05:20:00+09:00,-4.05,18.17,0,[05],0.186,,,,
2020-02-19T05:25:00+09:00,2020-02-19T05:25:00+09:00,,,,,0.186,,,,
2020-02-19T05:30:00+09:00,2020-02-19T05:30:00+09:00,,,,,0.186,,,,
2020-02-19T05:35:00+09:00,2020-02-19T05:35:00+09:00,-4.05,18.13,0,[05],0.186,,,,
2020-02-19T05:40:00+09:00,2020-02-19T05:40:00+09:00,,,,,0.186,,,,
2020-02-19T05:45:00+09:00,2020-02-19T05:45:00+09:00,,,,,0.186,,,,
2020-02-19T05:50:00+09:00,2020-02-19T05:50:00+09:00,-4.05,18.09,0,[05],0.186,,,,
2020-02-19T05:55:00+09:00,2020-02-19T05:55:00+09:00,,,,,0.186,,,,
2020-02-19T06:00:00+09:00,2020-02-19T06:00:00+09:00,,,,,0.186,,,,
2020-02-19T06:05:00+09:00,2020-02-19T06:05:00+09:00,-4.05,18.05,0,[05],,,,,
2020-02-19T06:10:00+09:00,2020-02-19T06:10:00+09:00,,,,,,,,,
2020-02-19T06:15:00+09:00,2020-02-19T06:15:00+09:00,,,,,,,,,
2020-02-19T06:20:00+09:00,2020-02-19T06:20:00+09:00,-4.05,18.01,0,[05],,,,,
2020-02-19T06:25:00+09:00,2020-02-19T06:25:00+09:00,,,,,,,,,
2020-02-19T06:30:00+09:00,2020-02-19T06:30:00+09:00,,,,,,,,,
2020-02-19T06:35:00+09:00,2020-02-19T06:35:00+09:00,-4.05,17.97,0,[05],,,,,
2020-02-19T06:40:00+09:00,2020-02-19T06:40:00+09:00,,,,,,,,,
2020-02-19T06:45:00+09:00,2020-02-19T06:45:00+09:00,,,,,,,,,
2020-02-19T06:50:00+09:00,2020-02-19T06:50:00+09:00,-4.05,17.92,0,[05],,,,,
2020-02-19T06:55:00+09:00,2020-02-19T06:55:00+09:00,,,,,,,,,
2020-02-19T07:00:00+09:00,2020-02-19T07:00:00+09:00,,,,,,,,,
2020-02-19T07:05:00+09:00,2020-02-19T07:05:00+09:00,-4.06,17.86,0,[05],,,,,
2020-02-19T07:10:00+09:00,2020-02-19T07:10:00+09:00,,,,,,,,,
2020-02-19T07:15:00+09:00,2020-02-19T07:15:00+09:00,,,,,,,,,
2020-02-19T07:20:00+09:00,2020-02-19T07:20:00+09:00,-4.06,17.84,0,[05],,,,,
2020-02-19T07:25:00+09:00,2020-02-19T07:25:00+09:00,,,,,,,,,
2020-02-19T07:30:00+09:00,2020-02-19T07:30:00+09:00,,,,,,,,,
2020-02-19T07:35:00+09:00,2020-02-19T07:35:00+09:00,-4.04,18.09,0,[05],,,,,
2020-02-19T07:40:00+09:00,2020-02-19T07:40:00+09:00,,,,,,,,,
2020-02-19T07:45:00+09:00,2020-02-19T07:45:00+09:00,,,,,,,,,
2020-02-19T07:50:00+09:00,2020-02-19T07:50:00+09:00,-4.03,18.37,0,[05],,,,,
2020-02-19T07:55:00+09:00,2020-02-19T07:55:00+09:00,,,,,,,,,
2020-02-19T08:00:00+09:00,2020-02-19T08:00:00+09:00,,,,,,,,,
2020-02-19T08:05:00+09:00,2020-02-19T08:05:00+09:00,-4.02,18.6,0,[05],,,,,
2020-02-19T08:10:00+09:00,2020-02-19T08:10:00+09:00,,,,,,,,,
2020-02-19T08:15:00+09:00,2020-02-19T08:15:00+09:00,,,,,,,,,
2020-02-19T08:20:00+09:00,2020-02-19T08:20:00+09:00,-4.02,18.86,0,[05],,,,,
2020-02-19T08:25:00+09:00,2020-02-19T08:25:00+09:00,,,,,,,,,
2020-02-19T08:30:00+09:00,2020-02-19T08:30:00+09:00,,,,,,,,,
2020-02-19T08:35:00+09:00,2020-02-19T08:35:00+09:00,-4,19.22,0,[05],,,,,
2020-02-19T08:40:00+09:00,2020-02-19T08:40:00+09:00,,,,,,,,,
2020-02-19T08:45:00+09:00,2020-02-19T08:45:00+09:00,,,,,,,,,
2020-02-19T08:50:00+09:00,2020-02-19T08:50:00+09:00,-3.99,19.57,0,[05],,,,,
2020-02-19T08:55:00+09:00,2020-02-19T08:55:00+09:00,,,,,,,,,
2020-02-19T09:00:00+09:00,2020-02-19T09:00:00+09:00,,,,,,,,,
2020-02-19T09:05:00+09:00,2020-02-19T09:05:00+09:00,-3.98,19.89,0,[05],,,,,
2020-02-19T09:10:00+09:00,2020-02-19T09:10:00+09:00,,,,,,,,,
2020-02-19T09:15:00+09:00,2020-02-19T09:15:00+09:00,,,,,,,,,
2020-02-19T09:20:00+09:00,2020-02-19T09:20:00+09:00,-3.97,20.17,0,[05],,,,,
2020-02-19T09:25:00+09:00,2020-02-19T09:25:00+09:00,,,,,,,,,
2020-02-19T09:30:00+09:00,2020-02-19T09:30:00+09:00,,,,,,,,,
2020-02-19T09:35:00+09:00,2020-02-19T09:35:00+09:00,-3.96,20.46,0,[05],,,,,
2020-02-19T09:40:00+09:00,2020-02-19T09:40:00+09:00,,,,,,,,,
2020-02-19T09:45:00+09:00,2020-02-19T09:45:00+09:00,,,,,,,,,
2020-02-19T09:50:00+09:00,2020-02-19T09:50:00+09:00,-3.96,20.63,0,[05],,,,,
2020-02-19T09:55:00+09:00,2020-02-19T09:55:00+09:00,,,,,,,,,
2020-02-19T10:00:00+09:00,2020-02-19T10:00:00+09:00,,,,,,,,,
2020-02-19T10:05:00+09:00,2020-02-19T10:05:00+09:00,-3.95,20.81,0,[05],,,,,
2020-02-19T10:10:00+09:00,2020-02-19T10:10:00+09:00,,,,,,,,,
2020-02-19T10:15:00+09:00,2020-02-19T10:15:00+09:00,,,,,,,,,
2020-02-19T10:20:00+09:00,2020-02-19T10:20:00+09:00,-3.95,20.96,0,[05],,,,,
2020-02-19T10:25:00+09:00,2020-02-19T10:25:00+09:00,,,,,,,,,
2020-02-19T10:30:00+09:00,2020-02-19T10:30:00+09:00,,,,,,,,,
2020-02-19T10:35:00+09:00,2020-02-19T10:35:00+09:00,-3.94,21.14,0,[05],,,,,
2020-02-19T10:40:00+09:00,2020-02-19T10:40:00+09:00,,,,,,,,,
2020-02-19T10:45:00+09:00,2020-02-19T10:45:00+09:00,,,,,,,,,
2020-02-19T10:50:00+09:00,2020-02-19T10:50:00+09:00,-3.94,21.3,0,[05],,,,,
2020-02-19T10:55:00+09:00,2020-02-19T10:55:00+09:00,,,,,,,,,
2020-02-19T11:00:00+09:00,2020-02-19T11:00:00+09:00,,,,,,,,,
2020-02-19T11:05:00+09:00,2020-02-19T11:05:00+09:00,-3.93,21.45,0,[05],,,,,
2020-02-19T11:10:00+09:00,2020-02-19T11:10:00+09:00,,,,,,,,,
2020-02-19T11:15:00+09:00,2020-02-19T11:15:00+09:00,,,,,,,,,
2020-02-19T11:20:00+09:00,2020-02-19T11:20:00+09:00,-3.93,21.59,0,[05],,,,,
2020-02-19T11:25:00+09:00,2020-02-19T11:25:00+09:00,,,,,,,,,
2020-02-19T11:30:00+09:00,2020-02-19T11:30:00+09:00,,,,,,,,,
2020-02-19T11:35:00+09:00,2020-02-19T11:35:00+09:00,-3.93,21.72,0,[05],,,,,
2020-02-19T11:40:00+09:00,2020-02-19T11:40:00+09:00,,,,,,,,,
2020-02-19T11:45:00+09:00,2020-02-19T11:45:00+09:00,,,,,,,,,
2020-02-19T11:50:00+09:00,2020-02-19T11:50:00+09:00,-3.92,21.86,0,[05],,,,,
2020-02-19T11:55:00+09:00,2020-02-19T11:55:00+09:00,,,,,,,,,
2020-02-19T12:00:00+09:00,2020-02-19T12:00:00+09:00,,,,,,,,,
2020-02-19T12:05:00+09:00,2020-02-19T12:05:00+09:00,-3.91,21.99,0,[05],,,,,
2020-02-19T12:10:00+09:00,2020-02-19T12:10:00+09:00,,,,,,,,,
2020-02-19T12:15:00+09:00,2020-02-19T12:15:00+09:00,,,,,,,,,
2020-02-19T12:20:00+09:00,2020-02-19T12:20:00+09:00,-3.91,22.11,0,[05],,,,,
2020-02-19T12:25:00+09:00,2020-02-19T12:25:00+09:00,,,,,,,,,
2020-02-19T12:30:00+09:00,2020-02-19T12:30:00+09:00,,,,,,,,,
2020-02-19T12:35:00+09:00,2020-02-19T12:35:00+09:00,-3.91,22.22,0,[05],,,,,
2020-02-19T12:40:00+09:00,2020-02-19T12:40:00+09:00,,,,,,,,,
2020-02-19T12:45:00+09:00,2020-02-19T12:45:00+09:00,,,,,,,,,
2020-02-19T12:50:00+09:00,2020-02-19T12:50:00+09:00,-3.9,22.36,0,[05],,,,,
2020-02-19T12:55:00+09:00,2020-02-19T12:55:00+09:00,,,,,,,,,
2020-02-19T13:00:00+09:00,2020-02-19T13:00:00+09:00,,,,,,,,,
2020-02-19T13:05:00+09:00,2020-02-19T13:05:00+09:00,-3.9,22.52,0,[05],,,,,
2020-02-19T13:10:00+09:00,2020-02-19T13:10:00+09:00,,,,,,,,,
2020-02-19T13:15:00+09:00,2020-02-19T13:15:00+09:00,,,,,,,,,
2020-02-19T13:20:00+09:00,2020-02-19T13:20:00+09:00,-3.89,22.66,0,[05],,,,,
2020-02-19T13:25:00+09:00,2020-02-19T13:25:00+09:00,,,,,,,,,
2020-02-19T13:30:00+09:00,2020-02-19T13:30:00+09:00,,,,,,,,,
2020-02-19T13:35:00+09:00,2020-02-19T13:35:00+09:00,-3.89,22.77,0,[05],,,,,
2020-02-19T13:40:00+09:00,2020-02-19T13:40:00+09:00,,,,,,,,,
2020-02-19T13:45:00+09:00,2020-02-19T13:45:00+09:00,,,,,,,,,
2020-02-19T13:50:00+09:00,2020-02-19T13:50:00+09:00,-3.88,22.88,0,[05],,,,,
2020-02-19T13:55:00+09:00,2020-02-19T13:55:00+09:00,,,,,,,,,
2020-02-19T14:00:00+09:00,2020-02-19T14:00:00+09:00,,,,,,,,,
2020-02-19T14:05:00+09:00,2020-02-19T14:05:00+09:00,-3.88,22.98,0,[05],,,,,
2020-02-19T14:10:00+09:00,2020-02-19T14:10:00+09:00,,,,,,,,,
2020-02-19T14:15:00+09:00,2020-02-19T14:15:00+09:00,,,,,,,,,
2020-02-19T14:20:00+09:00,2020-02-19T14:20:00+09:00,-3.88,23.02,0,[05],,,,,
2020-02-19T14:25:00+09:00,2020-02-19T14:25:00+09:00,,,,,,,,,
2020-02-19T14:30:00+09:00,2020-02-19T14:30:00+09:00,,,,,,,,,
2020-02-19T14:35:00+09:00,2020-02-19T14:35:00+09:00,-3.87,23.14,0,[05],,,,,
2020-02-19T14:40:00+09:00,2020-02-19T14:40:00+09:00,,,,,,,,,
2020-02-19T14:45:00+09:00,2020-02-19T14:45:00+09:00,,,,,,,,,
2020-02-19T14:50:00+09:00,2020-02-19T14:50:00+09:00,-3.86,23.35,0,[05],,,,,
2020-02-19T14:55:00+09:00,2020-02-19T14:55:00+09:00,,,,,,,,,
2020-02-19T15:00:00+09:00,2020-02-19T15:00:00+09:00,,,,,,,,,
2020-02-19T15:05:00+09:00,2020-02-19T15:05:00+09:00,-3.85,23.55,0,[05],,,,,
2020-02-19T15:10:00+09:00,2020-02-19T15:10:00+09:00,,,,,,,,,
2020-02-19T15:15:00+09:00,2020-02-19T15:15:00+09:00,,,,,,,,,
2020-02-19T15:20:00+09:00,2020-02-19T15:20:00+09:00,-3.85,23.68,0,[05],,,,,
2020-02-19T15:25:00+09:00,2020-02-19T15:25:00+09:00,,,,,,,,,
2020-02-19T15:30:00+09:00,2020-02-19T15:30:00+09:00,,,,,,,,,
2020-02-19T15:35:00+09:00,2020-02-19T15:35:00+09:00,-3.84,23.8,0,[05],,,,,
2020-02-19T15:40:00+09:00,2020-02-19T15:40:00+09:00,,,,,,,,,
2020-02-19T15:45:00+09:00,2020-02-19T15:45:00+09:00,,,,,,,,,
2020-02-19T15:50:00+09:00,2020-02-19T15:50:00+09:00,-3.83,23.9,0,[05],,,,,
2020-02-19T15:55:00+09:00,2020-02-19T15:55:00+09:00,,,,,,,,,
2020-02-19T16:00:00+09:00,2020-02-19T16:00:00+09:00,,,,,,,,,
2020-02-19T16:05:00+09:00,2020-02-19T16:05:00+09:00,-3.83,23.98,0,[05],,,,,
2020-02-19T16:10:00+09:00,2020-02-19T16:10:00+09:00,,,,,,,,,
2020-02-19T16:15:00+09:00,2020-02-19T16:15:00+09:00,,,,,,,,,
2020-02-19T16:20:00+09:00,2020-02-19T16:20:00+09:00,-3.82,24.08,0,[05],,,,,
2020-02-19T16:25:00+09:00,2020-02-19T16:25:00+09:00,,,,,,,,,
2020-02-19T16:30:00+09:00,2020-02-19T16:30:00+09:00,,,,,,,,,
2020-02-19T16:35:00+09:00,2020-02-19T16:35:00+09:00,-3.82,24.14,0,[05],,,,,
2020-02-19T16:40:00+09:00,2020-02-19T16:40:00+09:00,,,,,,,,,
2020-02-19T16:45:00+09:00,2020-02-19T16:45:00+09:00,,,,,,,,,
2020-02-19T16:50:00+09:00,2020-02-19T16:50:00+09:00,-3.82,24.2,0,[05],,,,,
2020-02-19T16:55:00+09:00,2020-02-19T16:55:00+09:00,,,,,,,,,
2020-02-19T17:00:00+09:00,2020-02-19T17:00:00+09:00,,,,,,,,,
2020-02-19T17:05:00+09:00,2020-02-19T17:05:00+09:00,-3.81,24.25,0,[05],,,,,
2020-02-19T17:10:00+09:00,2020-02-19T17:10:00+09:00,,,,,,,,,
2020-02-19T17:15:00+09:00,2020-02-19T17:15:00+09:00,,,,,,,,,
2020-02-19T17:20:00+09:00,2020-02-19T17:20:00+09:00,-3.82,24.25,0,[05],,,,,
2020-02-19T17:25:00+09:00,2020-02-19T17:25:00+09:00,,,,,,,,,
2020-02-19T17:30:00+09:00,2020-02-19T17:30:00+09:00,,,,,,,,,
2020-02-19T17:35:00+09:00,2020-02-19T17:35:00+09:00,-3.82,24.23,0,[05],,,,,
2020-02-19T17:40:00+09:00,2020-02-19T17:40:00+09:00,,,,,,,,,
2020-02-19T17:45:00+09:00,2020-02-19T17:45:00+09:00,,,,,,,,,
2020-02-19T17:50:00+09:00,2020-02-19T17:50:00+09:00,-3.83,24.17,0,[05],,,,,
2020-02-19T17:55:00+09:00,2020-02-19T17:55:00+09:00,,,,,,,,,
2020-02-19T18:00:00+09:00,2020-02-19T18:00:00+09:00,,,,,,,,,
2020-02-19T18:05:00+09:00,2020-02-19T18:05:00+09:00,-3.83,24.1,0,[05],,,,,
2020-02-19T18:10:00+09:00,2020-02-19T18:10:00+09:00,,,,,,,,,
2020-02-19T18:15:00+09:00,2020-02-19T18:15:00+09:00,,,,,,,,,
2020-02-19T18:20:00+09:00,2020-02-19T18:20:00+09:00,-3.85,23.89,0,[05],,,,,
2020-02-19T18:25:00+09:00,2020-02-19T18:25:00+09:00,,,,,,,,,
2020-02-19T18:30:00+09:00,2020-02-19T18:30:00+09:00,,,,,,,,,
2020-02-19T18:35:00+09:00,2020-02-19T18:35:00+09:00,-3.86,23.71,0,[05],,,,,
2020-02-19T18:40:00+09:00,2020-02-19T18:40:00+09:00,,,,,,,,,
2020-02-19T18:45:00+09:00,2020-02-19T18:45:00+09:00,,,,,,,,,
2020-02-19T18:50:00+09:00,2020-02-19T18:50:00+09:00,-3.87,23.53,0,[05],,,,,
2020-02-19T18:55:00+09:00,2020-02-19T18:55:00+09:00,,,,,,,,,
2020-02-19T19:00:00+09:00,2020-02-19T19:00:00+09:00,,,,,,,,,
2020-02-19T19:05:00+09:00,2020-02-19T19:05:00+09:00,-3.89,23.33,0,[05],,,,,
2020-02-19T19:10:00+09:00,2020-02-19T19:10:00+09:00,,,,,,,,,
2020-02-19T19:15:00+09:00,2020-02-19T19:15:00+09:00,,,,,,,,,
2020-02-19T19:20:00+09:00,2020-02-19T19:20:00+09:00,-3.89,23.14,0,[05],,,,,
2020-02-19T19:25:00+09:00,2020-02-19T19:25:00+09:00,,,,,,,,,
2020-02-19T19:30:00+09:00,2020-02-19T19:30:00+09:00,,,,,,,,,
2020-02-19T19:35:00+09:00,2020-02-19T19:35:00+09:00,-3.9,23,0,[05],,,,,
2020-02-19T19:40:00+09:00,2020-02-19T19:40:00+09:00,,,,,,,,,
2020-02-19T19:45:00+09:00,2020-02-19T19:45:00+09:00,,,,,,,,,
2020-02-19T19:50:00+09:00,2020-02-19T19:50:00+09:00,-3.9,22.93,0,[05],,,,,
2020-02-19T19:55:00+09:00,2020-02-19T19:55:00+09:00,,,,,,,,,
2020-02-19T20:00:00+09:00,2020-02-19T20:00:00+09:00,,,,,,,,,
2020-02-19T20:05:00+09:00,2020-02-19T20:05:00+09:00,-3.91,22.79,0,[05],,,,,
2020-02-19T20:10:00+09:00,2020-02-19T20:10:00+09:00,,,,,,,,,
2020-02-19T20:15:00+09:00,2020-02-19T20:15:00+09:00,,,,,,,,,
2020-02-19T20:20:00+09:00,2020-02-19T20:20:00+09:00,-3.92,22.58,0,[05],,,,,
2020-02-19T20:25:00+09:00,2020-02-19T20:25:00+09:00,,,,,,,,,
2020-02-19T20:30:00+09:00,2020-02-19T20:30:00+09:00,,,,,,,,,
2020-02-19T20:35:00+09:00,2020-02-19T20:35:00+09:00,-3.93,22.31,0,[05],,,,,
2020-02-19T20:40:00+09:00,2020-02-19T20:40:00+09:00,,,,,,,,,
2020-02-19T20:45:00+09:00,2020-02-19T20:45:00+09:00,,,,,,,,,
2020-02-19T20:50:00+09:00,2020-02-19T20:50:00+09:00,-3.94,22.04,0,[05],,,,,
2020-02-19T20:55:00+09:00,2020-02-19T20:55:00+09:00,,,,,,,,,
2020-02-19T21:00:00+09:00,2020-02-19T21:00:00+09:00,,,,,,,,,
2020-02-19T21:05:00+09:00,2020-02-19T21:05:00+09:00,-3.94,21.83,0,[05],,,,,
2020-02-19T21:10:00+09:00,2020-02-19T21:10:00+09:00,,,,,,,,,
2020-02-19T21:15:00+09:00,2020-02-19T21:15:00+09:00,,,,,,,,,
2020-02-19T21:20:00+09:00,2020-02-19T21:20:00+09:00,-3.95,21.64,0,[05],,,,,
2020-02-19T21:25:00+09:00,2020-02-19T21:25:00+09:00,,,,,,,,,
2020-02-19T21:30:00+09:00,2020-02-19T21:30:00+09:00,,,,,,,,,
2020-02-19T21:35:00+09:00,2020-02-19T21:35:00+09:00,-3.95,21.49,0,[05],,,,,
2020-02-19T21:40:00+09:00,2020-02-19T21:40:00+09:00,,,,,,,,,
2020-02-19T21:45:00+09:00,2020-02-19T21:45:00+09:00,,,,,,,,,
2020-02-19T21:50:00+09:00,2020-02-19T21:50:00+09:00,-3.96,21.38,0,[05],,,,,
2020-02-19T21:55:00+09:00,2020-02-19T21:55:00+09:00,,,,,,,,,
2020-02-19T22:00:00+09:00,2020-02-19T22:00:00+09:00,,,,,,,,,
2020-02-19T22:05:00+09:00,2020-02-19T22:05:00+09:00,-3.96,21.28,0,[05],,,,,
2020-02-19T22:10:00+09:00,2020-02-19T22:10:00+09:00,,,,,,,,,
2020-02-19T22:15:00+09:00,2020-02-19T22:15:00+09:00,,,,,,,,,
2020-02-19T22:20:00+09:00,2020-02-19T22:20:00+09:00,-3.96,21.2,0,[05],,,,,
2020-02-19T22:25:00+09:00,2020-02-19T22:25:00+09:00,,,,,,,,,
2020-02-19T22:30:00+09:00,2020-02-19T22:30:00+09:00,,,,,,,,,
2020-02-19T22:35:00+09:00,2020-02-19T22:35:00+09:00,-3.96,21.13,0,[05],,,,,
2020-02-19T22:40:00+09:00,2020-02-19T22:40:00+09:00,,,,,,,,,
2020-02-19T22:45:00+09:00,2020-02-19T22:45:00+09:00,,,,,,,,,
2020-02-19T22:50:00+09:00,2020-02-19T22:50:00+09:00,-3.96,21.08,0,[05],,,,,
2020-02-19T22:55:00+09:00,2020-02-19T22:55:00+09:00,,,,,,,,,
